document	topic	gamma
939-1_1824	6	0.2671232876712329
939-2_1824	6	0.00641025641025641
939-3_1824	6	0.2792207792207792
94_1847	6	0.00510204081632653
946_1825	6	0.06296296296296296
95_1847	6	0.038461538461538464
96-1_1847	6	0.08974358974358974
96-2_1847	6	0.3251366120218579
97_1847	6	0.39285714285714285
975_1827	6	0.0211864406779661
98_1847	6	0.07083333333333333
99_1847	6	0.006097560975609756
1_1840	7	0.018656716417910446
10_1840	7	0.12337662337662338
100_1847	7	0.0017543859649122807
101_1847	7	0.05855855855855856
102-1_1847	7	0.0045045045045045045
102-2_1847	7	0.0029239766081871343
1027-1_1829	7	0.007142857142857143
103_1848	7	0.002631578947368421
104-1_1848	7	0.02922077922077922
104-2_1848	7	0.007731958762886598
105_1848	7	0.021367521367521368
106_1841	7	0.0016778523489932886
107_1850	7	0.03125
108_1850	7	0.16891891891891891
109_1843	7	0.005208333333333333
11_1840	7	0.35984848484848486
110_1850	7	0.016233766233766232
111_1846	7	0.09873949579831932
11192_1829	7	0.005747126436781609
112_1850	7	0.021367521367521368
113_1847	7	0.22872340425531915
114_1842	7	0.4420289855072464
115_1843	7	0.004032258064516129
1155_1835	7	0.01020408163265306
1156_1835	7	0.004273504273504274
116_1850	7	0.42338709677419356
1169_1826	7	0.04777070063694268
117_1850	7	0.09285714285714286
118_1843	7	0.20652173913043478
119_1850	7	0.022058823529411766
11906_1830	7	0.024475524475524476
11994-1_1831	7	0.006944444444444444
12_1840	7	0.015
120_1850	7	0.007462686567164179
121_1850	7	0.017326732673267328
122_1840	7	0.005376344086021506
123_1840	7	0.057692307692307696
12386_1820	7	0.004
124_1840	7	0.012376237623762377
12447-1_1822	7	0.005555555555555556
12447-2_1822	7	0.02717391304347826
12447-3_1822	7	0.0056179775280898875
12499_1824	7	0.012295081967213115
12529_1824	7	0.0032679738562091504
12563-1_1825	7	0.008064516129032258
12563-2_1825	7	0.007246376811594203
12563-3_1825	7	0.023076923076923078
126_1840	7	0.0375
12692_1827	7	0.046610169491525424
127_1840	7	0.007142857142857143
12723-1_1828	7	0.007246376811594203
12726_1828	7	0.01020408163265306
12738_1828	7	0.2565217391304348
12761-1_1829	7	0.022058823529411766
128_1840	7	0.002857142857142857
12814-1_1830	7	0.006172839506172839
12865-1_1833	7	0.09154929577464789
12865-2_1833	7	0.054878048780487805
12865-3_1833	7	0.006493506493506494
12871_1833	7	0.0024752475247524753
12872-1_1833	7	0.12686567164179105
12887-1_1834	7	0.3983050847457627
12891-1_1834	7	0.005813953488372093
12894-1_1834	7	0.03888888888888889
12897-1_1834	7	0.006172839506172839
12897-2_1834	7	0.0056179775280898875
12897-3_1834	7	0.005952380952380952
12898-1_1834	7	0.006024096385542169
12899_1834	7	0.060810810810810814
129_1841	7	0.12053571428571429
12908-1_1835	7	0.00819672131147541
12908-2_1835	7	0.10483870967741936
12908-3_1835	7	0.007042253521126761
13_1840	7	0.2764423076923077
130_1841	7	0.017857142857142856
131_1841	7	0.004347826086956522
132_1841	7	0.01764705882352941
133_1841	7	0.00625
134_1841	7	0.006329113924050633
135_1841	7	0.06818181818181818
136_1841	7	0.0049504950495049506
137_1841	7	0.02717391304347826
138_1841	7	0.007281553398058253
139_1841	7	0.010040160642570281
14_1840	7	0.2399193548387097
140_1841	7	0.09490740740740741
141_1841	7	0.012295081967213115
142-1_1841	7	0.011904761904761904
142-2_1841	7	0.0033112582781456954
143_1841	7	0.225
144_1841	7	0.08558558558558559
145_1842	7	0.14743589743589744
147_1842	7	0.013513513513513514
148_1842	7	0.13815789473684212
149-1_1842	7	0.016025641025641024
149-2_1842	7	0.0035211267605633804
149-3_1842	7	0.00980392156862745
149-4_1842	7	0.047038327526132406
15_1840	7	0.002380952380952381
150_1842	7	0.004672897196261682
15038_1829	7	0.003816793893129771
15044_1829	7	0.08974358974358974
15058_1830	7	0.015151515151515152
15087_1835	7	0.03888888888888889
151_1842	7	0.002688172043010753
152_1843	7	0.005681818181818182
153_1844	7	0.5078125
154_1844	7	0.0022935779816513763
156_1845	7	0.03787878787878788
157_1847	7	0.07377049180327869
158_1847	7	0.04838709677419355
16_1840	7	0.1141732283464567
160_1848	7	0.06686046511627906
162_1849	7	0.10805084745762712
163_1849	7	0.13709677419354838
164_1850	7	0.21280276816608998
165_1840	7	0.00872093023255814
166_1840	7	0.012096774193548387
167_1840	7	0.0047169811320754715
16732-1_1824	7	0.00641025641025641
16733_1824	7	0.005154639175257732
168-1_1840	7	0.3298611111111111
168-2_1840	7	0.002403846153846154
169_1840	7	0.004132231404958678
17_1840	7	0.03365384615384615
173_1841	7	0.2611111111111111
174_1842	7	0.10396039603960396
175_1842	7	0.002717391304347826
17543_1816	7	0.006172839506172839
176_1842	7	0.12595419847328243
177-1_1843	7	0.003676470588235294
177-2_1843	7	0.003289473684210526
177-3_1843	7	0.03313253012048193
17714_1831	7	0.006756756756756757
17740_1836	7	0.06884057971014493
178_1843	7	0.075
17827-1_1808	7	0.020833333333333332
17827-2_1808	7	0.0058823529411764705
17827-3_1808	7	0.006172839506172839
17827-4_1808	7	0.006493506493506494
17827-5_1808	7	0.00625
17828-1_1809	7	0.007142857142857143
17828-2_1809	7	0.15
17828-3_1809	7	0.020833333333333332
17829-1_1812	7	0.0125
17829-2_1812	7	0.023809523809523808
17829-3_1812	7	0.07746478873239436
17830-1_1813	7	0.006493506493506494
17830-2_1813	7	0.013157894736842105
17830-3_1813	7	0.007575757575757576
17831-1_1812	7	0.050724637681159424
17831-2_1812	7	0.008064516129032258
17831-3_1812	7	0.020833333333333332
17831-4_1812	7	0.03787878787878788
17831-5_1812	7	0.1015625
17832-1_1813	7	0.07333333333333333
17832-2_1813	7	0.005813953488372093
17832-3_1813	7	0.03125
17833-1_1814	7	0.018292682926829267
17833-2_1814	7	0.006172839506172839
17833-3_1814	7	0.01764705882352941
17834-1_1814	7	0.015625
17834-2_1814	7	0.03164556962025317
17834-3_1814	7	0.028735632183908046
17835-1_1814	7	0.025
17835-2_1814	7	0.008620689655172414
17835-3_1814	7	0.008620689655172414
17835-4_1814	7	0.046296296296296294
17835-5_1814	7	0.1527777777777778
17836-1_1814	7	0.1774193548387097
17836-2_1814	7	0.018518518518518517
17836-3_1814	7	0.006329113924050633
17837-1_1814	7	0.00684931506849315
17837-2_1814	7	0.019230769230769232
17837-3_1814	7	0.007246376811594203
17837-4_1814	7	0.007352941176470588
17837-5_1814	7	0.0234375
17838-1_1814	7	0.02054794520547945
17838-2_1814	7	0.12837837837837837
17838-3_1814	7	0.0625
17838-4_1814	7	0.007462686567164179
17838-5_1814	7	0.050724637681159424
17842-1_1818	7	0.0078125
17843_1818	7	0.016129032258064516
17844_1818	7	0.22983870967741934
17845-1_1818	7	0.005434782608695652
17845-2_1818	7	0.005813953488372093
17845-3_1818	7	0.005555555555555556
17846-1_1819	7	0.008064516129032258
17846-2_1819	7	0.008333333333333333
17846-3_1819	7	0.008620689655172414
17847_1816	7	0.009615384615384616
17848_1816	7	0.057692307692307696
17849_1816	7	0.003676470588235294
17850-1_1822	7	0.005555555555555556
17850-2_1822	7	0.005319148936170213
17850-3_1822	7	0.01744186046511628
17851-1_1828	7	0.0125
17851-2_1828	7	0.05303030303030303
17851-3_1828	7	0.006493506493506494
17853-1_1831	7	0.060810810810810814
17854-1_1831	7	0.035211267605633804
17854-2_1831	7	0.00684931506849315
17854-3_1831	7	0.014285714285714285
17855-1_1831	7	0.006024096385542169
17855-2_1831	7	0.005747126436781609
17855-3_1831	7	0.043209876543209874
17856-1_1831	7	0.10674157303370786
17857-1_1831	7	0.007692307692307693
17858-1_1831	7	0.01
17858-2_1831	7	0.08088235294117647
17858-3_1831	7	0.007042253521126761
17858-4_1831	7	0.006756756756756757
17858-5_1831	7	0.007042253521126761
17859-1_1831	7	0.03289473684210526
17859-2_1831	7	0.005681818181818182
17859-3_1831	7	0.03763440860215054
17859-4_1831	7	0.04216867469879518
17859-5_1831	7	0.005376344086021506
17860-1_1831	7	0.006097560975609756
17860-2_1831	7	0.038461538461538464
17860-3_1831	7	0.01764705882352941
17861-1_1832	7	0.03125
17861-2_1832	7	0.06428571428571428
17861-3_1832	7	0.04861111111111111
17861-4_1832	7	0.02142857142857143
17861-5_1832	7	0.017857142857142856
17862-1_1832	7	0.006329113924050633
17863-1_1832	7	0.01968503937007874
17864_1832	7	0.03169014084507042
17865-1_1832	7	0.006493506493506494
17866_1833	7	0.029605263157894735
17867-1_1833	7	0.20945945945945946
17867-2_1833	7	0.007246376811594203
17867-3_1833	7	0.022058823529411766
17867-4_1833	7	0.0472972972972973
17867-5_1833	7	0.1
18_1840	7	0.01598173515981735
180_1844	7	0.4270833333333333
182-1_1844	7	0.004
182-2_1844	7	0.1016260162601626
182-3_1844	7	0.04583333333333333
182-4_1844	7	0.11983471074380166
182-5_1844	7	0.2073170731707317
182-6_1844	7	0.06147540983606557
182-7_1844	7	0.036
182-8_1844	7	0.0683453237410072
183_1844	7	0.11224489795918367
184_1845	7	0.1357142857142857
189_1846	7	0.2819548872180451
19_1840	7	0.008333333333333333
190_1846	7	0.005172413793103448
191_1846	7	0.22811059907834103
192_1846	7	0.2554347826086957
193_1848	7	0.006172839506172839
195_1848	7	0.04054054054054054
196_1848	7	0.005
197-1_1848	7	0.5335820895522388
197-2_1848	7	0.13429752066115702
198_1848	7	0.052995391705069124
199_1850	7	0.012096774193548387
2_1840	7	0.014705882352941176
200_1850	7	0.0047169811320754715
201_1850	7	0.01977401129943503
202_1850	7	0.10176991150442478
204_1846	7	0.06776556776556776
205-1_1840	7	0.09328358208955224
205-2_1840	7	0.003703703703703704
205-3_1840	7	0.017857142857142856
205-4_1840	7	0.015151515151515152
206_1841	7	0.0028735632183908046
207-1_1849	7	0.0028735632183908046
207-2_1849	7	0.0017123287671232876
208_1849	7	0.08386075949367089
209_1849	7	0.12895927601809956
21_1840	7	0.006666666666666667
210_1849	7	0.2702020202020202
211_1846	7	0.0018587360594795538
212_1847	7	0.04296875
214_1827	7	0.012096774193548387
215_1832	7	0.006172839506172839
216_1835	7	0.0390625
217_1821	7	0.014150943396226415
218_1825	7	0.0033112582781456954
219-1_1838	7	0.009868421052631578
219-2_1838	7	0.012411347517730497
220_1831	7	0.10504201680672269
221-1_1838	7	0.003703703703703704
221-2_1838	7	0.017985611510791366
222_1839	7	0.022321428571428572
223_1829	7	0.013565891472868217
224_1831	7	0.04216867469879518
225-1_1838	7	0.04330708661417323
225-2_1838	7	0.0028735632183908046
226_1834	7	0.026595744680851064
227_1835	7	0.0018587360594795538
228_1838	7	0.0036496350364963502
229_1839	7	0.004
23_1840	7	0.021153846153846155
230-1_1827	7	0.025179856115107913
230-2_1827	7	0.011627906976744186
230-3_1827	7	0.0037313432835820895
230-4_1827	7	0.04710144927536232
230-5_1827	7	0.0034482758620689655
230-6_1827	7	0.04642857142857143
230-7_1827	7	0.018115942028985508
230-8_1827	7	0.011111111111111112
231_1838	7	0.0018115942028985507
232_1826	7	0.06345177664974619
233_1825	7	0.006172839506172839
235-1_1834	7	0.0033333333333333335
235-2_1834	7	0.0069767441860465115
236-1_1830	7	0.02023121387283237
236-2_1830	7	0.004777070063694267
237_1835	7	0.001639344262295082
238-1_1833	7	0.016339869281045753
238-2_1833	7	0.003067484662576687
238-3_1833	7	0.054140127388535034
238-4_1833	7	0.0033333333333333335
238-5_1833	7	0.00199203187250996
239_1835	7	0.003125
24-1_1840	7	0.003787878787878788
24-2_1840	7	0.028688524590163935
24-3_1840	7	0.010869565217391304
24-4_1840	7	0.03383458646616541
24-5_1840	7	0.0036496350364963502
24-6_1840	7	0.004347826086956522
24-7_1840	7	0.016355140186915886
240_1830	7	0.005319148936170213
241_1835	7	0.003424657534246575
242_1830	7	0.05392156862745098
243-1_1831	7	0.06388888888888888
243-2_1831	7	0.001524390243902439
244-1_1828	7	0.06
244-2_1828	7	0.003105590062111801
245_1834	7	0.01764705882352941
246_1836	7	0.006521739130434782
247_1829	7	0.007575757575757576
248-1_1833	7	0.021739130434782608
248-2_1833	7	0.0035971223021582736
248-3_1833	7	0.032846715328467155
248-4_1833	7	0.05639097744360902
248-5_1833	7	0.03494623655913978
249_1828	7	0.005813953488372093
25_1841	7	0.006944444444444444
250_1832	7	0.0391304347826087
251_1839	7	0.018229166666666668
252_1834	7	0.004032258064516129
253_1839	7	0.0036231884057971015
254_1835	7	0.0025
255_1835	7	0.004273504273504274
256_1835	7	0.0056179775280898875
257_1838	7	0.028455284552845527
258_1838	7	0.0018796992481203006
259_1834	7	0.005319148936170213
26_1841	7	0.11437908496732026
260_1835	7	0.005376344086021506
261_1832	7	0.004901960784313725
262_1833	7	0.002564102564102564
263_1836	7	0.007936507936507936
264_1835	7	0.0033783783783783786
265_1834	7	0.05952380952380952
266-1_1834	7	0.003355704697986577
266-2_1834	7	0.002717391304347826
267_1830	7	0.40551181102362205
269_1827	7	0.006666666666666667
270_1829	7	0.0038461538461538464
271-1_1833	7	0.003424657534246575
271-2_1833	7	0.013020833333333334
272_1839	7	0.005747126436781609
273-1_1838	7	0.003968253968253968
273-2_1838	7	0.025179856115107913
273-3_1838	7	0.01171875
273-4_1838	7	0.002232142857142857
274_1837	7	0.058544303797468354
275_1839	7	0.002183406113537118
276-1_1825	7	0.003472222222222222
276-2_1825	7	0.018115942028985508
276-3_1825	7	0.006382978723404255
278_1827	7	0.018442622950819672
279_1827	7	0.03625954198473282
28_1841	7	0.004901960784313725
280_1839	7	0.0029411764705882353
281-1_1828	7	0.015957446808510637
281-2_1828	7	0.292
282-1_1828	7	0.0048543689320388345
282-2_1828	7	0.030434782608695653
282-3_1828	7	0.013157894736842105
282-4_1828	7	0.0049504950495049506
282-5_1828	7	0.0028735632183908046
29_1841	7	0.003676470588235294
3_1840	7	0.05725190839694656
30_1841	7	0.1056338028169014
31-1_1841	7	0.00273224043715847
31-2_1841	7	0.028409090909090908
32_1841	7	0.01282051282051282
33_1841	7	0.006944444444444444
34_1841	7	0.2516778523489933
3463_1824	7	0.017241379310344827
35_1841	7	0.017985611510791366
36-1_1841	7	0.005681818181818182
36-2_1841	7	0.006024096385542169
36-3_1841	7	0.005494505494505495
36-4_1841	7	0.005813953488372093
36-5_1841	7	0.005434782608695652
36-6_1841	7	0.00390625
3788_1820	7	0.02577319587628866
38_1840	7	0.035256410256410256
39-1_1841	7	0.00872093023255814
39-2_1841	7	0.01991150442477876
4_1840	7	0.004464285714285714
41_1841	7	0.08267716535433071
42_1842	7	0.002824858757062147
43_1842	7	0.0035714285714285713
44_1842	7	0.005319148936170213
4475_1830	7	0.12179487179487179
4478_1830	7	0.021212121212121213
4483_1835	7	0.0031446540880503146
4489_1835	7	0.00819672131147541
45_1842	7	0.12083333333333333
47_1842	7	0.011363636363636364
48_1842	7	0.0035971223021582736
49_1842	7	0.0033112582781456954
5_1840	7	0.011864406779661017
50_1842	7	0.10377358490566038
506-1_1832	7	0.06565656565656566
51_1842	7	0.05303030303030303
52_1842	7	0.008928571428571428
53-1_1842	7	0.01201923076923077
53-2_1842	7	0.0024630541871921183
53-3_1842	7	0.002074688796680498
53-4_1842	7	0.011666666666666667
54-1_1842	7	0.03873239436619718
54-2_1842	7	0.017374517374517374
55_1842	7	0.03409090909090909
56_1842	7	0.0049504950495049506
57_1842	7	0.007692307692307693
58_1843	7	0.004464285714285714
5855-1_1825	7	0.09154929577464789
59_1843	7	0.0015723270440251573
6_1840	7	0.018292682926829267
60_1843	7	0.2523809523809524
61_1843	7	0.028
63-1_1843	7	0.00967741935483871
63-2_1843	7	0.009146341463414634
63-3_1843	7	0.003401360544217687
63-4_1843	7	0.0024875621890547263
64_1844	7	0.003676470588235294
65_1844	7	0.17484662576687116
66_1844	7	0.04189944134078212
67_1844	7	0.006097560975609756
6782-1_1814	7	0.033783783783783786
6782-2_1814	7	0.006578947368421052
6782-3_1814	7	0.007575757575757576
6783-1_1815	7	0.00684931506849315
6783-2_1815	7	0.006756756756756757
6783-3_1815	7	0.007246376811594203
68_1843	7	0.011363636363636364
6807-1_1828	7	0.005154639175257732
6807-2_1828	7	0.06043956043956044
6807-3_1828	7	0.08241758241758242
6816-1_1814	7	0.0625
6817-1_1816	7	0.05844155844155844
6817-2_1816	7	0.030864197530864196
6817-3_1816	7	0.016666666666666666
6817-4_1816	7	0.046052631578947366
6817-5_1816	7	0.018518518518518517
6818_1817	7	0.005555555555555556
69_1843	7	0.17785234899328858
6953-1_1838	7	0.007042253521126761
7_1840	7	0.005494505494505495
70_1844	7	0.14726027397260275
7028-1_1827	7	0.006756756756756757
71-1_1844	7	0.28523489932885904
71-2_1844	7	0.25704225352112675
71-3_1844	7	0.14460784313725492
7192_1836	7	0.002717391304347826
72_1844	7	0.002577319587628866
7200-1_1825	7	0.007042253521126761
73_1845	7	0.012195121951219513
74_1845	7	0.08333333333333333
746_1824	7	0.056291390728476824
7482_1825	7	0.015957446808510637
75_1845	7	0.023076923076923078
7562_1829	7	0.026041666666666668
7563_1829	7	0.007042253521126761
7564_1829	7	0.008333333333333333
7573_1829	7	0.004132231404958678
7599-1_1830	7	0.01327433628318584
76_1841	7	0.0033333333333333335
7622_1830	7	0.05238095238095238
7653_1830	7	0.1130952380952381
7655_1830	7	0.009433962264150943
77-1_1845	7	0.009316770186335404
77-2_1845	7	0.0024390243902439024
7747-1_1831	7	0.1357142857142857
7774_1832	7	0.004132231404958678
78_1845	7	0.025
7817_1832	7	0.023148148148148147
7819_1832	7	0.003355704697986577
79_1845	7	0.011904761904761904
7915-1_1835	7	0.005952380952380952
8_1840	7	0.06302521008403361
80-1_1845	7	0.02108433734939759
80-2_1845	7	0.04748603351955307
81_1845	7	0.09763313609467456
82-1_1846	7	0.01824817518248175
82-2_1846	7	0.00980392156862745
83_1846	7	0.06521739130434782
84_1846	7	0.1595744680851064
85_1846	7	0.1125
86_1846	7	0.036458333333333336
87_1846	7	0.4375
877-1_1822	7	0.005494505494505495
88_1846	7	0.02717391304347826
886_1825	7	0.043859649122807015
89_1846	7	0.017676767676767676
898_1824	7	0.0030303030303030303
9_1840	7	0.0024390243902439024
90_1846	7	0.010714285714285714
91_1847	7	0.024229074889867842
911_1831	7	0.01171875
9161_1831	7	0.049107142857142856
92_1847	7	0.17105263157894737
93_1847	7	0.004672897196261682
939-1_1824	7	0.02054794520547945
939-2_1824	7	0.00641025641025641
939-3_1824	7	0.006493506493506494
94_1847	7	0.14795918367346939
946_1825	7	0.003703703703703704
95_1847	7	0.027472527472527472
96-1_1847	7	0.01282051282051282
96-2_1847	7	0.00819672131147541
97_1847	7	0.15476190476190477
975_1827	7	0.00423728813559322
98_1847	7	0.004166666666666667
99_1847	7	0.042682926829268296
1_1840	8	0.018656716417910446
10_1840	8	0.17532467532467533
100_1847	8	0.3456140350877193
101_1847	8	0.0045045045045045045
102-1_1847	8	0.0045045045045045045
102-2_1847	8	0.0847953216374269
1027-1_1829	8	0.05
103_1848	8	0.007894736842105263
104-1_1848	8	0.00974025974025974
104-2_1848	8	0.13659793814432988
105_1848	8	0.01282051282051282
106_1841	8	0.09899328859060402
107_1850	8	0.09375
108_1850	8	0.02027027027027027
109_1843	8	0.328125
11_1840	8	0.04924242424242424
110_1850	8	0.41883116883116883
111_1846	8	0.0021008403361344537
11192_1829	8	0.005747126436781609
112_1850	8	0.004273504273504274
113_1847	8	0.03723404255319149
114_1842	8	0.021739130434782608
115_1843	8	0.020161290322580645
1155_1835	8	0.11904761904761904
1156_1835	8	0.004273504273504274
116_1850	8	0.17338709677419356
1169_1826	8	0.009554140127388535
117_1850	8	0.25
118_1843	8	0.03260869565217391
119_1850	8	0.007352941176470588
11906_1830	8	0.07342657342657342
11994-1_1831	8	0.1597222222222222
12_1840	8	0.005
120_1850	8	0.007462686567164179
121_1850	8	0.11138613861386139
122_1840	8	0.11290322580645161
123_1840	8	0.36538461538461536
12386_1820	8	0.012
124_1840	8	0.2103960396039604
12447-1_1822	8	0.08333333333333333
12447-2_1822	8	0.04891304347826087
12447-3_1822	8	0.0056179775280898875
12499_1824	8	0.004098360655737705
12529_1824	8	0.05555555555555555
12563-1_1825	8	0.33064516129032256
12563-2_1825	8	0.1956521739130435
12563-3_1825	8	0.23846153846153847
126_1840	8	0.0125
12692_1827	8	0.00423728813559322
127_1840	8	0.002380952380952381
12723-1_1828	8	0.10869565217391304
12726_1828	8	0.09183673469387756
12738_1828	8	0.004347826086956522
12761-1_1829	8	0.27205882352941174
128_1840	8	0.014285714285714285
12814-1_1830	8	0.006172839506172839
12865-1_1833	8	0.09154929577464789
12865-2_1833	8	0.07926829268292683
12865-3_1833	8	0.045454545454545456
12871_1833	8	0.4975247524752475
12872-1_1833	8	0.007462686567164179
12887-1_1834	8	0.17796610169491525
12891-1_1834	8	0.5406976744186046
12894-1_1834	8	0.42777777777777776
12897-1_1834	8	0.6975308641975309
12897-2_1834	8	0.43258426966292135
12897-3_1834	8	0.7797619047619048
12898-1_1834	8	0.3795180722891566
12899_1834	8	0.02027027027027027
129_1841	8	0.03125
12908-1_1835	8	0.27049180327868855
12908-2_1835	8	0.12096774193548387
12908-3_1835	8	0.07746478873239436
13_1840	8	0.016826923076923076
130_1841	8	0.26785714285714285
131_1841	8	0.013043478260869565
132_1841	8	0.19411764705882353
133_1841	8	0.04375
134_1841	8	0.14556962025316456
135_1841	8	0.08333333333333333
136_1841	8	0.0049504950495049506
137_1841	8	0.11413043478260869
138_1841	8	0.06067961165048544
139_1841	8	0.010040160642570281
14_1840	8	0.0020161290322580645
140_1841	8	0.2152777777777778
141_1841	8	0.045081967213114756
142-1_1841	8	0.05952380952380952
142-2_1841	8	0.1357615894039735
143_1841	8	0.125
144_1841	8	0.013513513513513514
145_1842	8	0.019230769230769232
147_1842	8	0.013513513513513514
148_1842	8	0.26973684210526316
149-1_1842	8	0.0673076923076923
149-2_1842	8	0.11619718309859155
149-3_1842	8	0.2908496732026144
149-4_1842	8	0.005226480836236934
15_1840	8	0.04523809523809524
150_1842	8	0.0794392523364486
15038_1829	8	0.0648854961832061
15044_1829	8	0.038461538461538464
15058_1830	8	0.015151515151515152
15087_1835	8	0.005555555555555556
151_1842	8	0.12634408602150538
152_1843	8	0.0625
153_1844	8	0.0078125
154_1844	8	0.08944954128440367
156_1845	8	0.25
157_1847	8	0.34153005464480873
158_1847	8	0.00967741935483871
16_1840	8	0.1220472440944882
160_1848	8	0.0029069767441860465
162_1849	8	0.23516949152542374
163_1849	8	0.008064516129032258
164_1850	8	0.0017301038062283738
165_1840	8	0.0029069767441860465
166_1840	8	0.2056451612903226
167_1840	8	0.02358490566037736
16732-1_1824	8	0.03205128205128205
16733_1824	8	0.005154639175257732
168-1_1840	8	0.06597222222222222
168-2_1840	8	0.040865384615384616
169_1840	8	0.004132231404958678
17_1840	8	0.008012820512820512
173_1841	8	0.016666666666666666
174_1842	8	0.0049504950495049506
175_1842	8	0.01358695652173913
17543_1816	8	0.21604938271604937
176_1842	8	0.05725190839694656
177-1_1843	8	0.13602941176470587
177-2_1843	8	0.0625
177-3_1843	8	0.2740963855421687
17714_1831	8	0.006756756756756757
17740_1836	8	0.0036231884057971015
178_1843	8	0.008333333333333333
17827-1_1808	8	0.020833333333333332
17827-2_1808	8	0.01764705882352941
17827-3_1808	8	0.006172839506172839
17827-4_1808	8	0.006493506493506494
17827-5_1808	8	0.01875
17828-1_1809	8	0.02142857142857143
17828-2_1809	8	0.05
17828-3_1809	8	0.006944444444444444
17829-1_1812	8	0.0875
17829-2_1812	8	0.023809523809523808
17829-3_1812	8	0.035211267605633804
17830-1_1813	8	0.07142857142857142
17830-2_1813	8	0.039473684210526314
17830-3_1813	8	0.14393939393939395
17831-1_1812	8	0.036231884057971016
17831-2_1812	8	0.07258064516129033
17831-3_1812	8	0.034722222222222224
17831-4_1812	8	0.022727272727272728
17831-5_1812	8	0.0078125
17832-1_1813	8	0.02
17832-2_1813	8	0.029069767441860465
17832-3_1813	8	0.00625
17833-1_1814	8	0.018292682926829267
17833-2_1814	8	0.018518518518518517
17833-3_1814	8	0.0058823529411764705
17834-1_1814	8	0.005208333333333333
17834-2_1814	8	0.0189873417721519
17834-3_1814	8	0.028735632183908046
17835-1_1814	8	0.058333333333333334
17835-2_1814	8	0.0603448275862069
17835-3_1814	8	0.07758620689655173
17835-4_1814	8	0.046296296296296294
17835-5_1814	8	0.06944444444444445
17836-1_1814	8	0.24193548387096775
17836-2_1814	8	0.043209876543209874
17836-3_1814	8	0.04430379746835443
17837-1_1814	8	0.00684931506849315
17837-2_1814	8	0.00641025641025641
17837-3_1814	8	0.13768115942028986
17837-4_1814	8	0.03676470588235294
17837-5_1814	8	0.0078125
17838-1_1814	8	0.00684931506849315
17838-2_1814	8	0.006756756756756757
17838-3_1814	8	0.006944444444444444
17838-4_1814	8	0.007462686567164179
17838-5_1814	8	0.007246376811594203
17842-1_1818	8	0.0078125
17843_1818	8	0.005376344086021506
17844_1818	8	0.10080645161290322
17845-1_1818	8	0.005434782608695652
17845-2_1818	8	0.005813953488372093
17845-3_1818	8	0.03888888888888889
17846-1_1819	8	0.008064516129032258
17846-2_1819	8	0.025
17846-3_1819	8	0.02586206896551724
17847_1816	8	0.009615384615384616
17848_1816	8	0.019230769230769232
17849_1816	8	0.003676470588235294
17850-1_1822	8	0.07222222222222222
17850-2_1822	8	0.06914893617021277
17850-3_1822	8	0.040697674418604654
17851-1_1828	8	0.1875
17851-2_1828	8	0.022727272727272728
17851-3_1828	8	0.05844155844155844
17853-1_1831	8	0.14189189189189189
17854-1_1831	8	0.20422535211267606
17854-2_1831	8	0.00684931506849315
17854-3_1831	8	0.04285714285714286
17855-1_1831	8	0.006024096385542169
17855-2_1831	8	0.040229885057471264
17855-3_1831	8	0.006172839506172839
17856-1_1831	8	0.0056179775280898875
17857-1_1831	8	0.05384615384615385
17858-1_1831	8	0.01
17858-2_1831	8	0.007352941176470588
17858-3_1831	8	0.035211267605633804
17858-4_1831	8	0.08783783783783784
17858-5_1831	8	0.02112676056338028
17859-1_1831	8	0.03289473684210526
17859-2_1831	8	0.03977272727272727
17859-3_1831	8	0.005376344086021506
17859-4_1831	8	0.006024096385542169
17859-5_1831	8	0.005376344086021506
17860-1_1831	8	0.018292682926829267
17860-2_1831	8	0.038461538461538464
17860-3_1831	8	0.0058823529411764705
17861-1_1832	8	0.14375
17861-2_1832	8	0.03571428571428571
17861-3_1832	8	0.04861111111111111
17861-4_1832	8	0.09285714285714286
17861-5_1832	8	0.041666666666666664
17862-1_1832	8	0.10759493670886076
17863-1_1832	8	0.05905511811023622
17864_1832	8	0.08098591549295775
17865-1_1832	8	0.032467532467532464
17866_1833	8	0.04276315789473684
17867-1_1833	8	0.10135135135135136
17867-2_1833	8	0.13768115942028986
17867-3_1833	8	0.022058823529411766
17867-4_1833	8	0.033783783783783786
17867-5_1833	8	0.007692307692307693
18_1840	8	0.05251141552511415
180_1844	8	0.0020833333333333333
182-1_1844	8	0.228
182-2_1844	8	0.25609756097560976
182-3_1844	8	0.19583333333333333
182-4_1844	8	0.0371900826446281
182-5_1844	8	0.0040650406504065045
182-6_1844	8	0.012295081967213115
182-7_1844	8	0.108
182-8_1844	8	0.24100719424460432
183_1844	8	0.01020408163265306
184_1845	8	0.06428571428571428
189_1846	8	0.0037593984962406013
19_1840	8	0.002777777777777778
190_1846	8	0.022413793103448276
191_1846	8	0.002304147465437788
192_1846	8	0.20108695652173914
193_1848	8	0.2654320987654321
195_1848	8	0.12162162162162163
196_1848	8	0.085
197-1_1848	8	0.055970149253731345
197-2_1848	8	0.010330578512396695
198_1848	8	0.002304147465437788
199_1850	8	0.17338709677419356
2_1840	8	0.014705882352941176
200_1850	8	0.0047169811320754715
201_1850	8	0.031073446327683617
202_1850	8	0.030973451327433628
204_1846	8	0.11538461538461539
