id	signature	author	title	first_line	genre_subtitle	source.name	place	year	volume	number	section	page	type	translation	canon_or_not	meter	razmer	regularity	claus	rhyme	graphic_stanzas	stanza_model	stanza_type	other	Nlines	narrator	dir_speech
149	К. П–ва	Павлова К. К.	Рудокоп	В подземной тьме, в тиши глубокой	NA	Москвитянин	М.	1842	Ч.1	№1	NA	6-12	per	NA	canon	Я	Я4	reg	unreg	unreg	FALSE	Я4AbAb (unreg)	четверостишие + встречаются холостые	NA	236	heterodiegetic	TRUE
150	А. Струговщиков	Струговщиков А. Н.	Любовь Людмилы	Сбиралися тучи и ветр свирипел	NA	ОЗ	СПб.	1842	XXV	№11	I	2	per	"J. C. F. von Schiller ""Des Mädchens Klage"""	BP	Ам	Ам4	reg	мм	rhymed	TRUE	Ам4aa	двустишие	рефрен	26	heterodiegetic	TRUE
151	Т. Л.	Тургенев И. С.	Похищение	Конь мой ржет и бьет копытом	NA	ОЗ	СПб.	1842	XXI	№3	I	66-68	per	NA	canon	Х	Х4	reg	жмжмжжммжж	rhymed	TRUE	Х4AbAbCCddEE	десятистишие	NA	70	homodiegetic	TRUE
152	А. Трисмегистов	Григорьев А. А.	Доброй ночи!	Спи спокойно – доброй ночи!	NA	Москвитянин	М.	1843	Ч.4	№7	NA	5-6	per	NA	canon	Х	Х43	reg	жмжм	rhymed	TRUE	Х43AbAb	восьмистишие графически	NA	32	homodiegetic	FALSE
153	Ф. Миллер	Миллер Ф. Б.	Пират	Видно празднует габара	NA	Москвитянин	М.	1844	Ч.1	№1	NA	24-26	per	F. Freiligrath	BP	Х	Х4	reg	жжжж	rhymed	TRUE	Х4ABAB	катрен	NA	76	heterodiegetic	FALSE
154	К. П–ва	Павлова К. К.	Огонь	Блещет дол оледенелый	NA	Москвитянин	М.	1844	Ч.1	№1	NA	1-3	per	NA	canon	Х	Х4+Х3	reg	жмжм	rhymed	TRUE	Х4AbAb/Х3AbAb	катрен	NA	76	heterodiegetic	TRUE
156	Л. Мей	Мей Л. А.	Волынская дума	В поле широком железом копыт	NA	Москвитянин	М.	1845	Ч.2	№3	NA	15-16	per	NA	canon	Д	Д3	reg	мжмж	rhymed	TRUE	Д3aBaB	катрен	NA	20	heterodiegetic	TRUE
157	Н. Некрасов	Некрасов Н. А.	***	Еду ли ночью по улице темной	NA	Современник	СПб.	1847	V	№9	I	153-154	per	NA	canon	Д	Д4	reg	жмжм	rhymed	FALSE	Д4AbAb	четверостишие	NA	52	homodiegetic	FALSE
158	Н. Некрасов	Некрасов Н. А.	Тройка	Что ты жадно глядишь на дорогу	NA	Современник	СПб.	1847	NA	№1	NA	91-92	per	NA	canon	Ан	Ан3	reg	жмжм	rhymed	TRUE	Ан3AbAb	катрен	NA	48	heterodiegetic	FALSE
160	Ф. Миллер	Миллер Ф. Б.	Погребение разбойника(Из Фрейлиграта)	В носилках похоронных	NA	Москвитянин	М.	1848	Ч.2	№4	NA	258-260	per	NA	BP	Я	Я3	reg	жмжм	rhymed	TRUE	Я3AbAb	восьмистишие графически	NA	72	heterodiegetic	TRUE
162	Л. Мей	Мей Л. А.	Хозяин	В низенькой светелке, с створчатым окном	NA	Москвитянин	М.	1849	Ч.3	№11	VI	43-45	per	NA	canon	Х	Х6	reg	мм	rhymed	FALSE	Х6aa	двустишие	NA	58	heterodiegetic	TRUE
163	В.	Вельтман А. Ф.	Русалки (Картина)	Вод лазоревых жилица	NA	Москвитянин	М.	1849	Ч.5	№17	NA	76	per	NA	BP	ПМК	Х4+проза	reg	жмжм	rhymed	TRUE	Х4AbAb	катрен	NA	16	homodiegetic	FALSE
164	Л. Мей	Мей Л. А.	Русалка	Мечется и плачет, как дитя больное	NA	Москвитянин	М.	1850	Ч.6	№21	III	94-96	per	NA	canon	Х	Х6	reg	жж	rhymed	FALSE	Х6AA	двустишие	NA	68	heterodiegetic	TRUE
165	Бернет Е.	Жуковский А. К.	Русалка	Близ гордого замка, по сонной реке	NA	Невский альбом, издаваемый Николаем Бобылевым. Год второй.	СПб.	1840	NA	NA	NA	140-142	per	NA	BP	ПМК	Ам4+Х4	reg	мммм+жжмжжм	rhymed	TRUE	Ам4aabb+Х4AAbCCb	катрен+шестистишие	NA	50	heterodiegetic	TRUE
166	М. Катков	Катков М. Н.	Гренадиры	Обратно во Францию шли гренадиры	NA	ОЗ	СПб.	1840	VIII	№1	III	32-33	per	H. Heine	periphery	Ам	Ам43	reg	жмжм	rhymed	TRUE	Ам43AbAb	катрен	NA	36	heterodiegetic	TRUE
167	Кукольник	Кукольник Н. В.	Романс	Стой, мой верный, бурный конь	NA	БдЧ	СПб.	1840	XL	NA	I	5-6	per	NA	BP	ПМК	Х43+Я4443	reg	мжмж+ж-м	rhymed	FALSE	Х43aBaB+unreg	четверостишие+вольная римовка	NA	36	mixed	FALSE
168	С. Шевырев	Шевырев С. П.	Тень	Песнь кормилицы умолкла	Баллада барона Мальтица	ОЗ	СПб.	1840	XIII	№11	III	1-4	per	G. A. Maltitz	BP	Х	Х4	reg	жжм	unrhymed	TRUE	Х4OOo	трехстишие	NA	117	heterodiegetic	TRUE
169	С. Степанов	Степанов С.	Пловец	Как ворона крылья, так черные тучи	Романс	БдЧ	СПб.	1840	XXXVIII	NA	I	165-166	per	NA	periphery	ПМК	Ам4+Х4	reg	жжмм+жмжм	rhymed	TRUE	Ам4AAbb+Х4AbAb	катрен	NA	32	heterodiegetic	TRUE
173	П. Ершов	Ершов П. П.	Зимний вечер	Воет ветер, плачут ели	NA	БдЧ	СПб.	1841	XLIV	NA	I	10	per	NA	BP	Х	Х4	reg	жж/мм	rhymed	FALSE	Х4AA/bb	четверостишие	NA	28	homodiegetic	FALSE
174	А. С.	[А. С.]	Приглашение	Только месяц золотой	NA	Москвитянин	М.	1842	Ч.4	№7	I	4-5	per	NA	periphery	Х	Х4	reg	ммжжммжжмжжм	rhymed	TRUE	Х4aaBBccDDeFFe	двенадцатистишие	NA	35	homodiegetic	FALSE
175	Э.	[Э.]	Разбойник	Тенист и прохладен брайнгельский лесок	Баллада Вальтера Скотта	ОЗ	СПб.	1842	XXV	№11	I	67-68	per	W. Scott	periphery	Ам	Ам4	reg	ммжж	rhymed	TRUE	Ам4aaBB	катрен	NA	44	heterodiegetic	TRUE
176	Самурский	[Самурский]	Ночные пловцы	Нам весело плыть, нам светит луна	NA	ОЗ	СПб.	1842	XXIII	№8	I	285	per	NA	periphery	Ам	Ам4	unreg	мжмжмжжммм	rhymed	TRUE	Ам4aBaBcDDcee	десятистишие	рефрен в конце первых двух строф	30	heterodiegetic	TRUE
177	К. Александров	Александров К.	Дон Рамиро	Донья Клара! Донья Клара!	NA	ОЗ	СПб.	1843	XXIX	№8	I	173-176	per	H. Heine	periphery	Х	Х4	reg	жжжж	unrhymed	TRUE	Ам4OOOO	четверостишие	NA	164	heterodiegetic	TRUE
178	Ф. Миллер	Миллер Ф. Б.	Из Гейне	Девица уснула в темнице	NA	Москвитянин	М.	1843	Ч.5	№10	I	290-291	per	H. Heine	BP	Ам	Ам3	reg	жмжм	unreg	TRUE	Ам4ObOb	четверостишие	NA	20	heterodiegetic	TRUE
180	М. Лихонин	Лихонин М. Н.	Романсы о пирате	Как на палубе Габарры	NA	Москвитянин	М.	1844	Ч.3	№6	I	191-194	per	F. Freiligrath	periphery	Х	Х4	reg	жжжж	rhymed	TRUE	Х4ABAB	катрен	NA	76	heterodiegetic	TRUE
182	Н. Сушков	Сушков Н. В.	Сны и толки	В стары годы стиходей	Баллада. Посвящается В. А. Жуковскому	Москвитянин	М.	1844	Ч.4	№8	NA	189-204	per	NA	periphery	Х	Х43	reg	мжмж	rhymed	FALSE	Х43aBaB	четверостишие	NA	408	heterodiegetic	TRUE
183	Ю. Ж.	Жадовская Ю. В.	Водяной	Там, где на реке	NA	Москвитянин	М.	1844	Ч.3	№6	NA	194	per	NA	BP	Х	Х3	reg	unreg	unrhymed	FALSE	unreg	unreg	NA	21	homodiegetic	FALSE
184	С. Астрожников	Астрожников С.	Русалка	Из синих волн Днепра, в урочные часы	NA	БдЧ	СПб.	1845	LXXI	№8	I	72-73	per	NA	periphery	Я	Я6	reg	м-ж	rhymed	FALSE	unreg	вольная рифмовка	NA	16	heterodiegetic	FALSE
189	Ф. Миллер	Миллер Ф. Б.	Под пальмами	Меж кустов мелькают космы; бой кипит в глуши лесной	NA	Москвитянин	М.	1846	Ч.6	№11-12	NA	9-10	per	F. Freiligrath	BP	Х	Х8	reg	ммжж	rhymed	TRUE	Х8aaBB	катрен	цезура	24	heterodiegetic	FALSE
190	Ф. Миллер	Миллер Ф. Б.	Заклятие скальда	Стоял когда-то замок, угрюмый великан	Баллада	Москвитянин	М.	1846	Ч.4	№7	NA	13-14	per	NA	BP	Я	Я6	reg	мммм	rhymed	TRUE	Я6aabb	катрен	цезура	64	heterodiegetic	TRUE
191	Ф. Миллер	Миллер Ф. Б.	Мщение цветов	На подушках, на пуховых	NA	Москвитянин	М.	1846	Ч.1	№2	NA	29-31	per	F. Freiligrath	BP	Х	Х4	reg	жжжж	unreg	TRUE	Х4ABAB(unreg)	катрен	с отступлениями от рифмовки в нечетных	80	heterodiegetic	TRUE
192	Ф. Миллер	Миллер Ф. Б.	Дары Клефта	Возвратился Клефт с кровавой битвы	NA	Москвитянин	М.	1846	Ч.5	№9-10	NA	3	per	A. Grün	BP	Х	Х5	reg	ж	unrhymed	FALSE	unreg	unreg	NA	28	heterodiegetic	TRUE
193	Н. Берг	Берг Н. В.	Измена друга (С Шведского)	Прибежала дева рано	NA	Москвитянин	М.	1848	Ч.1	№2	NA	99-100	per	NA	BP	Х	Х4	reg	жжжж	rhymed	TRUE	Х4ABAB	катрен	NA	28	heterodiegetic	TRUE
195	Ф. Миллер	Миллер Ф. Б.	Из Гейне	Как ты можешь спать спокойно	NA	Москвитянин	М.	1848	Ч.1	№2	NA	102	per	H. Heine	BP	Х	Х4	reg	жмжм	unreg	TRUE	Х4ObOb	четверостишие	NA	12	homodiegetic	TRUE
196	Ф. Миллер	Миллер Ф. Б.	Из Гейне	Прохлады живительной полный	NA	Москвитянин	М.	1848	Ч.2	№3	NA	47	per	H. Heine	BP	Ам	Ам3	reg	жмжм	rhymed	TRUE	Ам3AbAb	катрен	NA	32	homodiegetic	TRUE
197	Ф. Миллер	Миллер Ф. Б.	Горные идиллии	На горе, в избушке бедной	NA	Москвитянин	М.	1848	Ч.5	№9	NA	1-7	per	H. Heine	BP	Х	Х4	reg	жмжм	unreg	TRUE	Х4ObOb	четверостишие	NA	140	homodiegetic	TRUE
198	Ф. Миллер	Миллер Ф. Б.	Русалка	Один по Днепру, по широкой реке	NA	Москвитянин	М.	1848	Ч.4	№7	NA	46-48	per	NA	BP	Ам	Ам4	reg	ммжж	rhymed	TRUE	Ам4aaBB	катрен	NA	56	heterodiegetic	TRUE
199	А. П.	[А. П.]	***	Каждый день	NA	Москвитянин	М.	1850	Ч.7	№22	II	35-36	per	"в составе повести ""Сестра Мария"" (Голландское происшествие) Mme D'A. Une histoire hollandaise mai 1850 Revue de Deux Mondes"	periphery	Х	Х25552	reg	м-ж	unreg	TRUE	unreg	unreg	NA	50	heterodiegetic	TRUE
200	Мих. Дмитриев	Дмитриев М. А.	Золото	Кто в бурю меж скалами	Из баллад Фогля	Москвитянин	М.	1850	Ч.1	№3	I	265-266	per	J. N. Vogl	BP	Ам	Ам3	reg	жмжм	unreg	TRUE	Ам3ObOb	четверостишие	NA	48	heterodiegetic	TRUE
201	А. С. Хомяков	Хомяков А. С.	Стихотворение в честь Фанни Эльснер	На сцене Жизель так мила, что привета	NA	Москвитянин	М.	1850	Ч.3	№11	VI	88-90	per	NA	BP	Ам	Ам43	reg	жмжм	rhymed	TRUE	Ам43AbAb	катрен	NA	56	heterodiegetic	FALSE
202	Я. Полонский	Полонский Я. П.	Качка в бурю	Гром и шум, корабль качает	NA	БдЧ	СПб.	1850	CIV	№11	I	9-11	per	NA	canon	Х	Х4	reg	жмжм	rhymed	TRUE	Х4AbAb	катрен	NA	44	homodiegetic	TRUE
204	Николай Некрасов	Некрасов Н. А.	Огородник	Не гулял с кистенём я в дремучем лесу	NA	ОЗ	СПб.	1846	XLV	№4	I	401-402	per	NA	canon	Ан	Ан4	reg	мммм	rhymed	TRUE	Ан4abab	катрен	NA	64	homodiegetic	TRUE
205	Н. Прокопович	Прокопович Н. Я.	Граф Конрад и его жена	Рыцарь! Солнце взошло	Баллада	Современник	СПб.	1840	XIX	NA	V	164-173	per	NA	periphery	Ан	Ан334334	reg	ммжммж	rhymed	TRUE	Ан334334aaBccB	шестистишие	NA	210	heterodiegetic	TRUE
206	Красногорский	Толстой А. К.	***	Как филин поймал летучую мышь	NA	Упырь. Сочинение Красногорского	СПб.	1841	NA	NA	NA	31	col	NA	canon	Ам	Ам434344	unreg	мжмжмм	unreg	TRUE	Ам434344oBoBcc	шестистишие	NA	48	heterodiegetic	TRUE
207	NA	Миллер Ф. Б.	Порука	К Дионисию Мёрос тайком подходил	баллада	Стихотворения Ф. Миллера. 1841-1848	М.	1849	NA	NA	NA	23-29	col	J. C. F. von Schiller	BP	Ам	Ам4334433	unreg	мжжммжж	rhymed	TRUE	Ам4334433aBBaaCC	шестистишие	NA	140	heterodiegetic	TRUE
208	NA	Миллер Ф. Б.	Мавританский князь	Дружину свою снарядил он на бой	баллада	Стихотворения Ф. Миллера. 1841-1849	М.	1849	NA	NA	NA	68-72	col	F. Freiligrath	BP	Ам	Ам4	reg	мммм	rhymed	TRUE	Ам4aabb	катрен	NA	80	heterodiegetic	TRUE
209	NA	Миллер Ф. Б.	Воздушный караван	Поздно ночью мы лежали на земле, среди равнины	NA	Стихотворения Ф. Миллера. 1841-1850	М.	1849	NA	NA	NA	83-87	col	F. Freiligrath	BP	Х	Х8	reg	жжжж	rhymed	TRUE	Х8AABB	катрен	NA	40	homodiegetic	TRUE
210	NA	Миллер Ф. Б.	Ива	Хорошо в саду тенистом	баллада	Стихотворения Ф. Миллера. 1841-1851	М.	1849	NA	NA	NA	133-137	col	A. Grün	BP	Х	Х4	reg	жжмжжм	rhymed	TRUE	Х4AAbCCb	шестистишие	NA	84	heterodiegetic	TRUE
211	NA	Некрасов Н. А.	В дороге	Скучно! скучно!.. Ямщик удалой	NA	Петербургский сборник, изданный Н. Некрасовым	СПб.	1846	NA	NA	NA	505-507	col	NA	canon	Ан	Ан3	reg	м-ж	unreg	FALSE	unreg	вольная рифмовка	NA	83	homodiegetic	TRUE
212	NA	Некрасов Н. А.	Колыбельная песня (подражание Леромонтову)	Спи, пострел, пока безвредный!	NA	Петербургский сборник, изданный Н. Некрасовым	СПб.	1847	NA	NA	NA	510-511	col	NA	canon	Х	Х43	reg	жмжмжмжм	rhymed	TRUE	Х43AbAbCdCd	шестистишие	NA	48	homodiegetic	TRUE
